u/_key,u/_id,u/_rev,u/basic/Accession #,u/basic/Active yes/no,u/basic/Additional disclaimer,u/basic/Appearance,u/basic/Application  Usage,u/basic/Applications,u/basic/Background,u/basic/Binding Capacity,u/basic/Biological activity,u/basic/Buffer,u/basic/Cas number,u/basic/Clone,u/basic/Concentration,u/basic/Conjugate,u/basic/Cross-reactivity,u/basic/Date last updated,u/basic/Disclaimer,u/basic/EG number,u/basic/Endotoxin Level,u/basic/Extra information,u/basic/Formulation,u/basic/GeneIDURL,u/basic/Handling,u/basic/Hazardous Goods,u/basic/Host,u/basic/Immunogen,u/basic/InChi,u/basic/Isotype,u/basic/Kit components,u/basic/MDL Number,u/basic/MSDS Available?,u/basic/Molecular Form,u/basic/Molecular Weight,u/basic/NCBI GENE ID #,u/basic/NCBI OFFICIAL FULL NAME,u/basic/NCBI OFFICIAL SYMBOL,u/basic/NCBI ORGANISM,u/basic/PDF Datasheet,u/basic/Packaging,u/basic/Peptide sequence,u/basic/Physical State,u/basic/Physical form description,u/basic/Price ITK/ImTec,u/basic/Price LabNed,u/basic/Product Description ITK,u/basic/Product Type,u/basic/Product category ITK,u/basic/Product category LabNed,u/basic/Product category by research field,u/basic/Protein GI #,u/basic/ProteinID,u/basic/ProteinIDURL,u/basic/PubChem CID,u/basic/Purification,u/basic/Purity,u/basic/REACH number,u/basic/Reactivity,u/basic/Recommended Dilution,u/basic/Reconstitution Instructions,u/basic/Regulatory Statement,u/basic/Related Products,u/basic/Release Date,u/basic/Research Area,u/basic/SWISSPROT #,u/basic/Salt Form,u/basic/Sample Type,u/basic/Shelf life,u/basic/Shipping Conditions,u/basic/Shipping costs,u/basic/Size,u/basic/Solubility/Reconstitution Instructions,u/basic/Source,u/basic/Stamnummer,u/basic/Storage Conditions,u/basic/Structure Available,u/basic/Supplier,u/basic/Supplier artikel nummer,u/basic/Tags,u/basic/Target,u/basic/UNSPSC number,u/basic/URL Datasheet,u/basic/USDA Disclaimer,u/basic/Unit Definition,u/basic/User note,u/basic/Web Category,u/basic/code,u/basic/description,u/basic/image1_text,u/basic/image2_text,u/basic/name,u/basic/not supplied reagents  equipment,u/basic/picture,u/basic/price,u/basic/productid,u/basic/references,u/basic/review,u/basic/vat,u/code,u/checkbox,u/seo/meta_author,u/seo/meta_description,u/seo/meta_keywords,u/seo/product_tags,u/seo/url_slug,u/searchNames/0,u/searchNames/1,u/searchNames/2,u/searchNames/3
349446357,k2p_product/349446357,_ibCpVvu--E,,Y,,,,FC,,,,,,O323,,iFluor 350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD27 Human iFluor 350 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921027101 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271011,,CD27 ,12352203,,,,,,9210271011,,,,CD27 Human iFluor 350 Antibody,,,,9210271011,,,LN9219159,9210271011,false,LabNed,,,,cd27-human-ifluor-350-antibody-ln9219159,,cd27humanifluor350antibody,ln9219159,o323
349446359,k2p_product/349446359,_ibCpVvu--L,,Y,,,,FC,,,,,,O323,,iFluor 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD27 Human iFluor 405 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921027102 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271020,,CD27 ,12352203,,,,,,9210271020,,,,CD27 Human iFluor 405 Antibody,,,,9210271020,,,LN9219160,9210271020,false,LabNed,,,,cd27-human-ifluor-405-antibody-ln9219160,,cd27humanifluor405antibody,ln9219160,o323
349446361,k2p_product/349446361,_ibCpVvu--R,,Y,,,,FC,,,,,,O323,,iFluor 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD27 Human iFluor 405 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921027102 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271021,,CD27 ,12352203,,,,,,9210271021,,,,CD27 Human iFluor 405 Antibody,,,,9210271021,,,LN9219161,9210271021,false,LabNed,,,,cd27-human-ifluor-405-antibody-ln9219161,,cd27humanifluor405antibody,ln9219161,o323
349446363,k2p_product/349446363,_ibCpVvu--Y,,Y,,,,FC,,,,,,O323,,iFluor 430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD27 Human iFluor 430 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921027103 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271030,,CD27 ,12352203,,,,,,9210271030,,,,CD27 Human iFluor 430 Antibody,,,,9210271030,,,LN9219162,9210271030,false,LabNed,,,,cd27-human-ifluor-430-antibody-ln9219162,,cd27humanifluor430antibody,ln9219162,o323
349446365,k2p_product/349446365,_ibCpVvu--e,,Y,,,,FC,,,,,,O323,,iFluor 430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD27 Human iFluor 430 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921027103 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271031,,CD27 ,12352203,,,,,,9210271031,,,,CD27 Human iFluor 430 Antibody,,,,9210271031,,,LN9219163,9210271031,false,LabNed,,,,cd27-human-ifluor-430-antibody-ln9219163,,cd27humanifluor430antibody,ln9219163,o323
349446367,k2p_product/349446367,_ibCpVvu--x,,Y,,,,FC,,,,,,O323,,iFluor 450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD27 Human iFluor 450 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921027104 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271040,,CD27 ,12352203,,,,,,9210271040,,,,CD27 Human iFluor 450 Antibody,,,,9210271040,,,LN9219164,9210271040,false,LabNed,,,,cd27-human-ifluor-450-antibody-ln9219164,,cd27humanifluor450antibody,ln9219164,o323
349446369,k2p_product/349446369,_ibCpVvu--2,,Y,,,,FC,,,,,,O323,,iFluor 450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD27 Human iFluor 450 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921027104 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271041,,CD27 ,12352203,,,,,,9210271041,,,,CD27 Human iFluor 450 Antibody,,,,9210271041,,,LN9219165,9210271041,false,LabNed,,,,cd27-human-ifluor-450-antibody-ln9219165,,cd27humanifluor450antibody,ln9219165,o323
349446371,k2p_product/349446371,_ibCpVvy--U,,Y,,,,FC,,,,,,O323,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD27 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921027105 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271050,,CD27 ,12352203,,,,,,9210271050,,,,CD27 Human iFluor 488 Antibody,,,,9210271050,,,LN9219166,9210271050,false,LabNed,,,,cd27-human-ifluor-488-antibody-ln9219166,,cd27humanifluor488antibody,ln9219166,o323
349446373,k2p_product/349446373,_ibCpVvy--o,,Y,,,,FC,,,,,,O323,,iFluor 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD27 Human iFluor 488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921027105 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271051,,CD27 ,12352203,,,,,,9210271051,,,,CD27 Human iFluor 488 Antibody,,,,9210271051,,,LN9219167,9210271051,false,LabNed,,,,cd27-human-ifluor-488-antibody-ln9219167,,cd27humanifluor488antibody,ln9219167,o323
349446375,k2p_product/349446375,_ibCpVvy-_Q,,Y,,,,FC,,,,,,O323,,iFluor 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD27 Human iFluor 514 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921027106 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271060,,CD27 ,12352203,,,,,,9210271060,,,,CD27 Human iFluor 514 Antibody,,,,9210271060,,,LN9219168,9210271060,false,LabNed,,,,cd27-human-ifluor-514-antibody-ln9219168,,cd27humanifluor514antibody,ln9219168,o323
349446377,k2p_product/349446377,_ibCpVvy-_c,,Y,,,,FC,,,,,,O323,,iFluor 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD27 Human iFluor 514 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921027106 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271061,,CD27 ,12352203,,,,,,9210271061,,,,CD27 Human iFluor 514 Antibody,,,,9210271061,,,LN9219169,9210271061,false,LabNed,,,,cd27-human-ifluor-514-antibody-ln9219169,,cd27humanifluor514antibody,ln9219169,o323
349446379,k2p_product/349446379,_ibCpVvy-_n,,Y,,,,FC,,,,,,O323,,iFluor 532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD27 Human iFluor 532 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921027107 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271070,,CD27 ,12352203,,,,,,9210271070,,,,CD27 Human iFluor 532 Antibody,,,,9210271070,,,LN9219170,9210271070,false,LabNed,,,,cd27-human-ifluor-532-antibody-ln9219170,,cd27humanifluor532antibody,ln9219170,o323
349446381,k2p_product/349446381,_ibCpVvy-_w,,Y,,,,FC,,,,,,O323,,iFluor 532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD27 Human iFluor 532 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921027107 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271071,,CD27 ,12352203,,,,,,9210271071,,,,CD27 Human iFluor 532 Antibody,,,,9210271071,,,LN9219171,9210271071,false,LabNed,,,,cd27-human-ifluor-532-antibody-ln9219171,,cd27humanifluor532antibody,ln9219171,o323
349446383,k2p_product/349446383,_ibCpVvy-_6,,Y,,,,FC,,,,,,O323,,iFluor 546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD27 Human iFluor 546 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921027108 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271080,,CD27 ,12352203,,,,,,9210271080,,,,CD27 Human iFluor 546 Antibody,,,,9210271080,,,LN9219172,9210271080,false,LabNed,,,,cd27-human-ifluor-546-antibody-ln9219172,,cd27humanifluor546antibody,ln9219172,o323
349446385,k2p_product/349446385,_ibCpVv2--N,,Y,,,,FC,,,,,,O323,,iFluor 546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD27 Human iFluor 546 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921027108 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271081,,CD27 ,12352203,,,,,,9210271081,,,,CD27 Human iFluor 546 Antibody,,,,9210271081,,,LN9219173,9210271081,false,LabNed,,,,cd27-human-ifluor-546-antibody-ln9219173,,cd27humanifluor546antibody,ln9219173,o323
349446387,k2p_product/349446387,_ibCpVv2--g,,Y,,,,FC,,,,,,O323,,iFluor 555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD27 Human iFluor 555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921027109 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271090,,CD27 ,12352203,,,,,,9210271090,,,,CD27 Human iFluor 555 Antibody,,,,9210271090,,,LN9219174,9210271090,false,LabNed,,,,cd27-human-ifluor-555-antibody-ln9219174,,cd27humanifluor555antibody,ln9219174,o323
349446389,k2p_product/349446389,_ibCpVv2--z,,Y,,,,FC,,,,,,O323,,iFluor 555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD27 Human iFluor 555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921027109 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271091,,CD27 ,12352203,,,,,,9210271091,,,,CD27 Human iFluor 555 Antibody,,,,9210271091,,,LN9219175,9210271091,false,LabNed,,,,cd27-human-ifluor-555-antibody-ln9219175,,cd27humanifluor555antibody,ln9219175,o323
349446391,k2p_product/349446391,_ibCpVv2-_-,,Y,,,,FC,,,,,,O323,,iFluor 633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,159,CD27 Human iFluor 633 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,92102710E ,2-8°C with minimized light exposure.,,AAT Bioquest,102710,,CD27 ,12352203,https://www.aatbio.com/products/ifluor-633-anti-human-cd27-antibody-o323,,,,,92102710,,,,CD27 Human iFluor 633 Antibody,,,,92102710,,,LN9219184,92102710,false,LabNed,,,,cd27-human-ifluor-633-antibody-ln9219184,,cd27humanifluor633antibody,ln9219184,o323
349446393,k2p_product/349446393,_ibCpVv2-_i,,Y,,,,FC,,,,,,O323,,iFluor 633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,CD27 Human iFluor 633 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,92102710E ,2-8°C with minimized light exposure.,,AAT Bioquest,1027100,,CD27 ,12352203,https://www.aatbio.com/products/ifluor-633-anti-human-cd27-antibody-o323,,,,,921027100,,,,CD27 Human iFluor 633 Antibody,,,,921027100,,,LN9219185,921027100,false,LabNed,,,,cd27-human-ifluor-633-antibody-ln9219185,,cd27humanifluor633antibody,ln9219185,o323
349446395,k2p_product/349446395,_ibCpVv2-_o,,Y,,,,FC,,,,,,O323,,mFluor Violet 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,159,CD27 Human mFluor Violet 500 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921027110,2-8°C with minimized light exposure.,,AAT Bioquest,10271100,,CD27 ,12352203,https://www.aatbio.com/products/mfluor-violet-500-anti-human-cd27-antibody-o323,,,,,9210271100,,,,CD27 Human mFluor Violet 500 Antibody,,,,9210271100,,,LN9219228,9210271100,false,LabNed,,,,cd27-human-mfluor-violet-500-antibody-ln9219228,,cd27humanmfluorviolet500antibody,ln9219228,o323
349446397,k2p_product/349446397,_ibCpVv6--C,,Y,,,,FC,,,,,,O323,,mFluor Violet 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD27 Human mFluor Violet 500 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921027110 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271101,,CD27 ,12352203,,,,,,9210271101,,,,CD27 Human mFluor Violet 500 Antibody,,,,9210271101,,,LN9219229,9210271101,false,LabNed,,,,cd27-human-mfluor-violet-500-antibody-ln9219229,,cd27humanmfluorviolet500antibody,ln9219229,o323
349446399,k2p_product/349446399,_ibCpVv6--M,,Y,,,,FC,,,,,,O323,,mFluor Violet 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD27 Human mFluor Violet 510 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921027111 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271110,,CD27 ,12352203,,,,,,9210271110,,,,CD27 Human mFluor Violet 510 Antibody,,,,9210271110,,,LN9219230,9210271110,false,LabNed,,,,cd27-human-mfluor-violet-510-antibody-ln9219230,,cd27humanmfluorviolet510antibody,ln9219230,o323
349446401,k2p_product/349446401,_ibCpVv6--Y,,Y,,,,FC,,,,,,O323,,mFluor Violet 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD27 Human mFluor Violet 510 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921027111 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271111,,CD27 ,12352203,,,,,,9210271111,,,,CD27 Human mFluor Violet 510 Antibody,,,,9210271111,,,LN9219231,9210271111,false,LabNed,,,,cd27-human-mfluor-violet-510-antibody-ln9219231,,cd27humanmfluorviolet510antibody,ln9219231,o323
349446403,k2p_product/349446403,_ibCpVv6--y,,Y,,,,FC,,,,,,O323,,mFluor Violet 540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD27 Human mFluor Violet 540 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921027112 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271120,,CD27 ,12352203,,,,,,9210271120,,,,CD27 Human mFluor Violet 540 Antibody,,,,9210271120,,,LN9219232,9210271120,false,LabNed,,,,cd27-human-mfluor-violet-540-antibody-ln9219232,,cd27humanmfluorviolet540antibody,ln9219232,o323
349446405,k2p_product/349446405,_ibCpVv6--9,,Y,,,,FC,,,,,,O323,,mFluor Violet 540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD27 Human mFluor Violet 540 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921027112 ,2-8°C with minimized light exposure.,,AAT Bioquest,10271121,,CD27 ,12352203,,,,,,9210271121,,,,CD27 Human mFluor Violet 540 Antibody,,,,9210271121,,,LN9219233,9210271121,false,LabNed,,,,cd27-human-mfluor-violet-540-antibody-ln9219233,,cd27humanmfluorviolet540antibody,ln9219233,o323
349446489,k2p_product/349446489,_ibCpVv6-_F,,Y,,,,FC,,,,,,J110,,AF350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD279 Human AF350 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921279214 ,2-8°C with minimized light exposure.,,AAT Bioquest,12792140,,CD279 ,12352203,,,,,,9212792140,,,,CD279 Human AF350 Antibody,,,,9212792140,,,LN9216902,9212792140,false,LabNed,,,,cd279-human-af350-antibody-ln9216902,,cd279humanaf350antibody,ln9216902,j110
349446491,k2p_product/349446491,_ibCpVv6-_K,,Y,,,,FC,,,,,,J110,,AF350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD279 Human AF350 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921279214 ,2-8°C with minimized light exposure.,,AAT Bioquest,12792141,,CD279 ,12352203,,,,,,9212792141,,,,CD279 Human AF350 Antibody,,,,9212792141,,,LN9216903,9212792141,false,LabNed,,,,cd279-human-af350-antibody-ln9216903,,cd279humanaf350antibody,ln9216903,j110
349446493,k2p_product/349446493,_ibCpVv6-_o,,Y,,,,FC,,,,,,J116,,AF350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD279 Human AF350 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921279314 ,2-8°C with minimized light exposure.,,AAT Bioquest,12793140,,CD279 ,12352203,,,,,,9212793140,,,,CD279 Human AF350 Antibody,,,,9212793140,,,LN9217048,9212793140,false,LabNed,,,,cd279-human-af350-antibody-ln9217048,,cd279humanaf350antibody,ln9217048,j116
349446495,k2p_product/349446495,_ibCpVv6-_4,,Y,,,,FC,,,,,,J116,,AF350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD279 Human AF350 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921279314 ,2-8°C with minimized light exposure.,,AAT Bioquest,12793141,,CD279 ,12352203,,,,,,9212793141,,,,CD279 Human AF350 Antibody,,,,9212793141,,,LN9217049,9212793141,false,LabNed,,,,cd279-human-af350-antibody-ln9217049,,cd279humanaf350antibody,ln9217049,j116
349446497,k2p_product/349446497,_ibCpVw---D,,Y,,,,FC,,,,,,J110,,AF488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD279 Human AF488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921279215 ,2-8°C with minimized light exposure.,,AAT Bioquest,12792150,,CD279 ,12352203,,,,,,9212792150,,,,CD279 Human AF488 Antibody,,,,9212792150,,,LN9216904,9212792150,false,LabNed,,,,cd279-human-af488-antibody-ln9216904,,cd279humanaf488antibody,ln9216904,j110
349446499,k2p_product/349446499,_ibCpVw---M,,Y,,,,FC,,,,,,J110,,AF488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD279 Human AF488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921279215 ,2-8°C with minimized light exposure.,,AAT Bioquest,12792151,,CD279 ,12352203,,,,,,9212792151,,,,CD279 Human AF488 Antibody,,,,9212792151,,,LN9216905,9212792151,false,LabNed,,,,cd279-human-af488-antibody-ln9216905,,cd279humanaf488antibody,ln9216905,j110
349446501,k2p_product/349446501,_ibCpVw---Y,,Y,,,,FC,,,,,,J116,,AF488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD279 Human AF488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921279315 ,2-8°C with minimized light exposure.,,AAT Bioquest,12793150,,CD279 ,12352203,,,,,,9212793150,,,,CD279 Human AF488 Antibody,,,,9212793150,,,LN9217050,9212793150,false,LabNed,,,,cd279-human-af488-antibody-ln9217050,,cd279humanaf488antibody,ln9217050,j116
349446503,k2p_product/349446503,_ibCpVw---h,,Y,,,,FC,,,,,,J116,,AF488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD279 Human AF488 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921279315 ,2-8°C with minimized light exposure.,,AAT Bioquest,12793151,,CD279 ,12352203,,,,,,9212793151,,,,CD279 Human AF488 Antibody,,,,9212793151,,,LN9217051,9212793151,false,LabNed,,,,cd279-human-af488-antibody-ln9217051,,cd279humanaf488antibody,ln9217051,j116
349446505,k2p_product/349446505,_ibCpVw--_A,,Y,,,,FC,,,,,,J110,,AF555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD279 Human AF555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921279216 ,2-8°C with minimized light exposure.,,AAT Bioquest,12792160,,CD279 ,12352203,,,,,,9212792160,,,,CD279 Human AF555 Antibody,,,,9212792160,,,LN9216906,9212792160,false,LabNed,,,,cd279-human-af555-antibody-ln9216906,,cd279humanaf555antibody,ln9216906,j110
349446507,k2p_product/349446507,_ibCpVw--_I,,Y,,,,FC,,,,,,J110,,AF555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD279 Human AF555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921279216 ,2-8°C with minimized light exposure.,,AAT Bioquest,12792161,,CD279 ,12352203,,,,,,9212792161,,,,CD279 Human AF555 Antibody,,,,9212792161,,,LN9216907,9212792161,false,LabNed,,,,cd279-human-af555-antibody-ln9216907,,cd279humanaf555antibody,ln9216907,j110
349446509,k2p_product/349446509,_ibCpVw--_T,,Y,,,,FC,,,,,,J116,,AF555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD279 Human AF555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921279316 ,2-8°C with minimized light exposure.,,AAT Bioquest,12793160,,CD279 ,12352203,,,,,,9212793160,,,,CD279 Human AF555 Antibody,,,,9212793160,,,LN9217052,9212793160,false,LabNed,,,,cd279-human-af555-antibody-ln9217052,,cd279humanaf555antibody,ln9217052,j116
349446511,k2p_product/349446511,_ibCpVw--_c,,Y,,,,FC,,,,,,J116,,AF555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD279 Human AF555 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921279316 ,2-8°C with minimized light exposure.,,AAT Bioquest,12793161,,CD279 ,12352203,,,,,,9212793161,,,,CD279 Human AF555 Antibody,,,,9212793161,,,LN9217053,9212793161,false,LabNed,,,,cd279-human-af555-antibody-ln9217053,,cd279humanaf555antibody,ln9217053,j116
349446513,k2p_product/349446513,_ibCpVw--_l,,Y,,,,FC,,,,,,J110,,AF594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD279 Human AF594 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921279217 ,2-8°C with minimized light exposure.,,AAT Bioquest,12792170,,CD279 ,12352203,,,,,,9212792170,,,,CD279 Human AF594 Antibody,,,,9212792170,,,LN9216908,9212792170,false,LabNed,,,,cd279-human-af594-antibody-ln9216908,,cd279humanaf594antibody,ln9216908,j110
349446515,k2p_product/349446515,_ibCpVw--_w,,Y,,,,FC,,,,,,J110,,AF594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD279 Human AF594 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921279217 ,2-8°C with minimized light exposure.,,AAT Bioquest,12792171,,CD279 ,12352203,,,,,,9212792171,,,,CD279 Human AF594 Antibody,,,,9212792171,,,LN9216909,9212792171,false,LabNed,,,,cd279-human-af594-antibody-ln9216909,,cd279humanaf594antibody,ln9216909,j110
349446517,k2p_product/349446517,_ibCpVw--_8,,Y,,,,FC,,,,,,J116,,AF594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,334,CD279 Human AF594 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,100 tests,,,921279317 ,2-8°C with minimized light exposure.,,AAT Bioquest,12793170,,CD279 ,12352203,,,,,,9212793170,,,,CD279 Human AF594 Antibody,,,,9212793170,,,LN9217054,9212793170,false,LabNed,,,,cd279-human-af594-antibody-ln9217054,,cd279humanaf594antibody,ln9217054,j116
349446519,k2p_product/349446519,_ibCpVwC--B,,Y,,,,FC,,,,,,J116,,AF594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1191,CD279 Human AF594 Antibody,,Flow Cytometry,Primary Antibodies,,,,,,,,,Human,,,,,11-2020,,,,,,ICE,,500 tests,,,921279317 ,2-8°C with minimized light exposure.,,AAT Bioquest,12793171,,CD279 ,12352203,,,,,,9212793171,,,,CD279 Human AF594 Antibody,,,,9212793171,,,LN9217055,9212793171,false,LabNed,,,,cd279-human-af594-antibody-ln9217055,,cd279humanaf594antibody,ln9217055,j116
